264887.197071 3811294.500562
264977.958050 3811264.768294
264983.780571 3811208.050108
265004.409971 3811191.696999
265027.596362 3811144.733879
265073.646556 3811132.376659
265101.636130 3811125.272774
265126.127075 3811109.836944
265132.509785 3811112.663515
265190.484991 3811178.206035
265219.229755 3811178.655836
265235.120846 3811169.446372
265242.731562 3811165.036623
265270.576327 3811150.062389
265255.141508 3811114.232809
265260.966244 3811111.246346
265244.628747 3811079.145585
265209.393730 3811012.936826
265170.811007 3810937.014183
265075.946271 3810795.414062
265049.226884 3810755.676213
265284.211785 3810605.914933
265153.522782 3810409.635729
265142.790077 3810393.121211
265099.256094 3810338.215471
265109.715472 3810329.398755
264844.261633 3810115.270167
264820.816077 3810100.140717
264725.678545 3810031.012393
264716.305181 3810022.831968
264508.411340 3809846.624660
264457.382698 3809793.927302
264419.148028 3809749.962170
264354.332221 3809671.360146
264316.695191 3809616.104754
264240.757669 3809490.938015
264140.286962 3809318.778271
264132.375930 3809305.008262
264124.116172 3809294.123904
264120.929186 3809298.366974
264057.702095 3809329.440752
263874.054462 3809420.939330
263868.545238 3809423.295911
263838.448331 3809376.891108
263808.916980 3809360.971736
263791.778862 3809353.340401
263763.024287 3809336.010785
263694.440689 3809248.853696
263685.183729 3809237.168600
263652.971250 3809201.122271
263599.567530 3809162.228158
263555.323736 3809128.580913
263512.009831 3809096.242222
263491.132115 3809071.504919
263487.292686 3809066.447102
263478.420602 3809053.630115
263458.648043 3809024.612950
263426.457695 3808980.343589
263386.448115 3808925.284231
263311.982939 3808821.555064
263285.170237 3808783.979071
263276.818307 3808772.240464
263254.789293 3808741.273689
263240.529434 3808721.443635
263174.091178 3808630.057365
263138.255706 3808593.922671
263134.949581 3808590.855591
263117.361782 3808576.216062
263108.258754 3808584.308203
263090.712013 3808595.131217
263072.759067 3808614.340038
263052.149356 3808596.111646
263044.689405 3808589.413252
263009.679536 3808558.333049
262924.421138 3808481.640747
262834.614852 3808401.864452
262823.852359 3808414.456005
262711.058072 3808403.153330
262613.797679 3808393.500673
262550.322227 3808387.838008
262524.443187 3808363.402594
262513.431666 3808371.123173
262500.097831 3808382.198928
262486.780376 3808393.616496
262443.399001 3808359.720762
262406.440656 3808334.642998
262384.271822 3808319.905842
262333.743670 3808287.441508
262282.208830 3808254.306249
262252.496925 3808235.272441
262218.717555 3808213.210000
262168.865207 3808181.031257
262160.727811 3808175.775338
262123.404614 3808151.685346
262092.394276 3808138.589705
262073.016319 3808131.385381
261975.928745 3808092.730055
261924.019511 3808054.040791
261865.461710 3808029.078809
261820.057928 3808018.130846
261747.949255 3808006.068037
261723.515950 3808000.316391
261710.471636 3807996.909753
261677.296386 3807982.868764
261636.697176 3807963.304172
261574.200673 3807923.527698
261557.074816 3807901.269582
261525.328617 3807846.193699
261516.915441 3807829.984189
261482.642780 3807721.240291
261504.013282 3807733.134612
