264887.197071 3811294.500562
264977.958050 3811264.768294
264983.780571 3811208.050108
265004.409971 3811191.696999
265027.596362 3811144.733879
265073.646556 3811132.376659
265101.636130 3811125.272774
265126.127075 3811109.836944
265132.509785 3811112.663515
265190.484991 3811178.206035
265219.229755 3811178.655836
265235.120846 3811169.446372
265242.731562 3811165.036623
265270.576327 3811150.062389
265255.141508 3811114.232809
265260.966244 3811111.246346
265244.628747 3811079.145585
265209.393730 3811012.936826
265170.811007 3810937.014183
265075.946271 3810795.414062
265049.226884 3810755.676213
265284.211785 3810605.914933
265153.522782 3810409.635729
265142.790077 3810393.121211
265099.256094 3810338.215471
265109.715472 3810329.398755
264844.261633 3810115.270167
264820.816077 3810100.140717
264725.678545 3810031.012393
264716.305181 3810022.831968
264508.411340 3809846.624660
264457.382698 3809793.927302
264419.148028 3809749.962170
264354.332221 3809671.360146
264316.695191 3809616.104754
264240.757669 3809490.938015
264140.286962 3809318.778271
264132.375930 3809305.008262
264124.116172 3809294.123904
264120.929186 3809298.366974
264057.702095 3809329.440752
263874.054462 3809420.939330
263868.545238 3809423.295911
263838.448331 3809376.891108
263808.916980 3809360.971736
263791.778862 3809353.340401
263763.024287 3809336.010785
263694.440689 3809248.853696
263685.183729 3809237.168600
263652.971250 3809201.122271
263599.567530 3809162.228158
263555.323736 3809128.580913
263512.009831 3809096.242222
263491.132115 3809071.504919
263487.292686 3809066.447102
263478.420602 3809053.630115
263458.648043 3809024.612950
263426.457695 3808980.343589
263386.448115 3808925.284231
263311.982939 3808821.555064
263285.170237 3808783.979071
263276.818307 3808772.240464
263254.789293 3808741.273689
263240.529434 3808721.443635
263174.091178 3808630.057365
263138.255706 3808593.922671
263134.949581 3808590.855591
263117.361782 3808576.216062
263048.182078 3808514.370111
262963.066733 3808438.679015
262874.262216 3808359.798696
262791.136206 3808284.949327
262713.530890 3808204.918849
262632.660717 3808109.050062
262554.212161 3808015.491198
262488.819421 3807939.603543
262474.170324 3807922.263409
262394.297336 3807831.208565
262310.661431 3807735.498958
262271.551369 3807691.005402
262229.558506 3807642.845646
262197.698141 3807597.587802
262165.190483 3807559.632384
262151.546368 3807543.555834
262075.243870 3807456.627114
262069.266363 3807449.882336
261969.740938 3807352.955926
261946.006804 3807341.907081
261925.769636 3807334.055771
261902.955721 3807325.206608
261839.775074 3807299.378951
261750.669040 3807265.019921
261706.115652 3807250.686557
261704.339770 3807250.118346
261691.985374 3807245.540964
261636.036437 3807223.350001
261542.267421 3807182.852941
261476.627020 3807136.204265
261464.149155 3807128.013532
261448.199712 3807120.324886
261413.850779 3807101.711138
261352.145274 3807068.418086
261367.035651 3807040.314958
261381.231020 3807013.521566
261348.658265 3806996.404230
261369.702079 3806955.609944
